Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	*CanSlow?	Radius	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	MissileWeaponVFX	*eol
thunderstormcenter	1377	1	4	1	5																												11								11																					0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						3	1	25			1						1				1																																												1												thunderstormspawner							thunderstormspawner					0
thunderstormspawner	1378	1	55	1	51																																																70	70			2					0	0	0	0	0	1	null	1024	15	16																							1	1			1							1																																											1												thunderstormmeteorcenter							thunderstormmeteorcenter					0
thunderstormmeteorcenter	1379	9	18	1	14																15	frames	25	fallrate	0	sliderate									64						1	# submissile1	3	# submissile3	15	# submissile4											1			4		255	64	64	0	0	1	null	1024	17	16								1				1						1					1						1					1																																											1			sorceress_thunder_bolt									thunderstormboltspawner				thunderstormboltspawner								0
thunderstormboltspawner	1380	1	25	1	20																												12	range	2	max targets					12	range	2	max targets													13					0	0	0	0	0	1	expansion\volcano_rock	1024	15	16																							1				1							1																																											1												thunderstormboltspawnersec							thunderstormboltspawnersec					0
thunderstormboltspawnersec	1381	1	25	1	20																												14	range	2	max targets					14	range	2	max targets									30	30			15					0	0	0	1	1	1	expansion\volcano_rock	1024	15	16					3	1												1					1				1			1	1			1			Thunder Storm	4																																							1												thunderstormbolt							thunderstormbolt					0
thunderstormbolt	1382	1		1																																																	30	30			15					0	0	0	0	0	1	expansion\volcano_rock	1024	15	16					3	1												1					1				1			1	1			1			Thunder Storm	4																																							1																								0
rainoffiremon	1383	50		28					8	damage freq (0 = look at skill)	10	radius (0 = look at skill)	1	start frame	80	end frame	30	lob			8	damage freq (0 = look at skill)	10	radius (0 = look at skill)	1	start frame	80	end frame	30	lob																											81					0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1	1	10				3	1	25									1				1																																												1			sorceress_meteor						rainoffiremonspawner							rainoffiremonspawner								0
rainoffiremonspawner	1384	1	55	1	51																																																40	40			25					0	0	0	0	0	1	null	1024	15	16																							1	1			1							1																																											1			sorceress_meteor			sorceress_meteor_impact						rainoffiremonmeteor							rainoffiremonmeteor					0
rainoffiremonmeteor	1385	9	18	1	14																59	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							7	range (0 = skill)	1	flames increment					5	# submissile1	3	# submissile3	15	# submissile4											60			4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1						1		1			1			Rain of Fire Mon	5	2	8																																					1						sorceress_meteor_impact										rainoffiremonmeteorvisual	meteortail		meteorexplode	whitelightmissile				0
rainoffiremonmeteorvisual	1386	1																																																							60					0	0	0	0	0	1	Meteor	1024	12	16						1		1				1																																																																	1																								0
dancespearmon	1387	1	4	1	5																												11								11																					81	81	255	1	0	1	null	1024	16	16								1										1				1	1											1																																											1												dancespearmonshard							dancespearmonshard					0
dancespearmonshard	1388	20		16					40		5										40		5																														25	25			42					255	0	0	8	8	0	FireArrow	1024	13	16					3					1								2				1	1							1	1			1			Dance of Death Mon	4																				fire																		7	64																								0
twistermon	1389	1	51	1	45																												3		1						3		1										20	20			50					255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3	1				1								3											1	1	1			1			Raging Gale	4																																							16			druid_twister	sorceress_blizzard_impact_1								twistermonfury							twistermonfury					0
twistermonfury	1390	1	25	1	20				20		4										20		4										15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)									15	15			15					255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3	1				1								2					1				1		1	1	1			1			Twister Mon	4																																							16			druid_twister	sorceress_blizzard_impact_1								twistermonbolt							twistermonbolt					0
twistermonbolt	1391	1		1																																																	15	15			20					255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3	1				1			1	1				2									1		1	1	1			1			Twister Mon	4																																							16			druid_twister	sorceress_blizzard_impact_1																				0
hydraballmon	1392	1		1																																																	70	70			10			3	4	255	255	255	1	0	1	BigheadLightningMissile	1024	10	16					3	1		1		1								1											1	1	1			1			Hydra Mon	4																																							1			sorceress_chargedbolt_1				lightning																	0
chainlightningmon	1393	8	16	1	12																3	Subloops											0	range (0 = skill)							0	range (0 = skill)											35	35			25			4		255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1			1	2				2											1	1	1			1			Chain Lightning Mon	4																																						64	32			sorceress_lightning_1				lightning									lightninghit								0
fireballmon	1394	1	1	1	1																												0	damage radius							3	explosions radius	1	explosions density									40	40			50			7		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1								1											1	1	1			1			Fire Ball Monster	5	2																			fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1				explodingarrowexp											fireexplosion2					0
glacialspikemon	1395	1	14	1	13																												0	damage radius (0 = skill)	0	freeze length (0 = skill)																	40	40			40			5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1								1											1	1	1			1			Glacial Spike Monster	5	2																			frze																			16			sorceress_glacialspike_1	sorceress_iceblast_impact_1															freezingarrowexp1	freezingarrowexp2				0
firewavemon	1396	19	25	15	20																												16	range (0=skill)	0	max (0 = skill)					16	range (0=skill)	0	max (0 = skill)									25	25			25			8		255	178	64	0	0	1	groundFireBig	1024	37	16					3					1			1	2				2					1						1	1	1			1			Fire Wall Mon	4		8																																				32	32		17							firewavemonfire			firewavemonspawner				firewavemonfire			firewavemonspawner					0
firewavemonfire	1397	1		1																																																					15					128	255	128	0	0	0	Javelin	1024	8	16		1	12	36	3					1			1	1				3					1				1		1	1	1			1			Fire Wall Mon	4		8																																				32	32		17																						0
firewavemonspawner	1398	19		15																																																	20	20			20			5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3					1								2									1		1	1	1			1			Fire Wall Mon	4		8																																				32	32		17							firewavemonfire							firewavemonfire								0
frozenblastmon	1399	19		15					10	frequency	19	direction increment									10	frequency	19	direction increment									4	increment							4	increment											35	35		-750	40			6		81	81	255	1	0	1	IceOrb	1024	16	16					3													1					1							1	1			1				4		8																																					1									frozenblastmonnova							frozenblastmonnova								0
frozenblastmonnova	1400	1	4	3	5																												2								2																					255	255	255	0	0	0	null	1024	1	16					3	1		1										1					1											1																																											1												frozenblastmonbolt							frozenblastmonbolt					0
frozenblastmonbolt	1401	1	10	1																																																	20	20			10					81	81	255	0	0	0	FrostNova	1024	14	16					3			1		1								1													1			1			Frozen Blast Mon	4																																						48	16			sorceress_frostnova				ice_explode																	0
poisonnovamon	1402	1		1																																																	20	20			40					255	255	255	3	0	1	AndarielSpell	1024	24	16					3			1		1								1									1		1	1				1			Poison Nova Mon			8																																				80	32			necromancer_poisonnova																					0
cataclysmmon	1403	50		28					5	damage freq (0 = look at skill)	15	radius (0 = look at skill)	1	start frame	120	end frame	30	lob			5	damage freq (0 = look at skill)	15	radius (0 = look at skill)	1	start frame	120	end frame	30	lob																											20		1			0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						3	1	25									1				1																																												1									cataclysmmonspawner							cataclysmmonspawner								0
cataclysmmonspawner	1404	1	55	1	51																																																100	100			10					0	0	0	0	0	1	null	1024	15	16																							1	1			1							1																																											1												cataclysmmonrock	cataclysmmonrocknovavis						cataclysmmonrock	cataclysmmonrocknovavis				0
cataclysmmonrock	1405	9	18	1	14																25	frames	45	fallrate	25	sliderate							6	range (0 = skill)	64	flames increment					1	# submissile1	3	# submissile3	15	# submissile4											25			4		255	64	64	0	0	1	null	1024	17	16								1				1						1					1				1		1		1			1																																											1												cataclysmmonrockexp				cataclysmmonfallingvis			cataclysmmonrockexp					0
cataclysmmonrockexp	1406	1	4	1	20																												10		10						1																					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16					3	1		1		1		1	1	1				1					1	1			1																																																	5	1												cataclysmmondamagebolt							cataclysmrockvis					0
cataclysmmonrocknovavis	1407	1	4	1																																					4																					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16					3	1		1		1		1	1	1				1					1	1			1																																																		1																			cataclysmmonrocknovavisbolt					0
